Bus, kVbase, Vpu, Vdeg, CN id
51, 138.000,  0.986872, -4.332529,C06FA1DE-8EF2-49EA-B780-8744352D55AE
52, 138.000,  0.983389, -4.778365,1F0431FD-AE3A-4E13-9BCE-1BC6B8CE1A69
53, 138.000,  0.981815, -4.911170,F59B21FA-7BF2-4B5F-9E4E-5D367D0ADC89
54, 138.000,  0.989432, -3.992494,AA0DAB76-3586-4362-9D36-8AD2DAF73494
55, 138.000,  0.987778, -4.258905,2F9554EB-4337-489B-ADC0-73192F236790
56, 138.000,  0.987894, -4.169354,651B79E5-9C01-40ED-BE3F-BD5F4821840F
57, 138.000,  0.991047, -4.034485,12C436BC-F0C7-4585-A312-8992B47E483F
58, 138.000,  0.986167, -4.454510,B26E1176-16F4-40E7-ABBB-F05D18E3770B
59, 138.000,  0.990832, -1.571015,7D23EFEF-9560-4034-A9C4-298F6B8FC70D
60, 138.000,  0.997227,  1.211306,EABC958B-8F75-4774-BB51-C1F6DB859135
61, 138.000,  0.998737,  1.915651,03BDD171-2042-4E30-AE24-226D4D048B4F
62, 138.000,  0.998742,  1.046244,C8F12AB1-3F23-40FE-AB0A-E100FF5C39D6
63, 345.000,  0.970403,  0.396484,45861E66-50EC-4DB0-B8CC-B5CA72FEE053
64, 345.000,  0.981147,  1.422742,DFD79262-86EE-494A-ACEA-4CE448E18715
65, 345.000,  0.985146,  2.435376,4D002654-B2B4-42C9-81EC-917184A8659E
66, 138.000,  1.020120,  1.939640,0669852C-2576-4F88-A164-23F0E16EBE6F
67, 138.000,  1.006826,  0.955744,6B0332DF-9B96-42BB-BF68-E1919895AFDB
68, 345.000,  0.982856,  2.743210,A45C8A67-0F2E-4DDB-9E1E-F2A8CBA0FB22
69, 138.000,  1.024931,  2.076911,E4C6346D-936F-4437-A7B6-F700BC3CCCAC
70, 138.000,  1.001228, -1.770169,D647434F-8A3B-43F5-AD5E-253C8735CF97
71, 138.000,  1.001862, -1.816677,D0A10CC7-D8AD-4215-8E4B-3C1AD7A5CA6E
72, 138.000,  1.002468, -1.572790,3BEB2147-E83B-45AE-9D68-023B21ACFBB8
73, 138.000,  1.001151, -1.918000,E57064EF-43BD-4690-B668-88E86D2E3E3A
74, 138.000,  0.992890, -2.672979,2FD31260-7878-4153-825C-1A09B9ED013C
75, 138.000,  0.994228, -1.853988,A51C2AAB-0336-4E17-84CA-1951ADCF5474
76, 138.000,  0.983358, -2.310421,510DD78E-7A28-432F-B3CD-68A43876AB83
77, 138.000,  0.998039,  1.203642,FFD2DC87-5D13-401D-AA71-7774E44B88C5
78, 138.000,  0.995296,  1.003270,1588A7B3-52C6-42A0-9986-A2CFDB61D821
79, 138.000,  0.997166,  1.211571,95B19311-F051-4E6F-A3E8-812C0A0D9215
80, 138.000,  1.007298,  2.853571,5409CFF5-B309-4904-81EE-0C66277B03D6
81, 345.000,  0.972008,  2.818756,A250909E-6E48-4D34-9B4B-4E138B35A804
82, 138.000,  0.996586,  2.898614,B5F5DE6C-0F4A-424A-9649-65E4BAD10FAE
83, 138.000,  0.996397,  3.158959,4840567B-8B2E-40E6-BC12-81D00D9E534E
84, 138.000,  0.993082,  4.031404,8CFF3204-84BC-40A4-87CF-8B45321BFEFA
85, 138.000,  0.995598,  4.678354,8F461F97-D688-40A1-BB9C-E3987167260E
86, 138.000,  0.992086,  4.426299,F71B99F1-C168-4CCC-808F-D0534E06E45C
87, 138.000,  0.998051,  5.593835,890468B2-A06F-4ACD-89BD-5C39434ED2BB
88, 138.000,  0.993173,  5.886133,B2FB721B-900A-45BF-9B1A-57C95DE911C1
89, 138.000,  0.999886,  8.003384,B4909CAB-3D03-4CA0-B55E-FBDC132F9049
90, 138.000,  0.984782,  4.635621,9A0C592D-3424-4EA2-96CB-98FE1BEBA52C
91, 138.000,  0.991882,  5.490621,8DFC5E82-6987-4CDC-A143-210F22564C8D
92, 138.000,  0.997433,  7.413340,CA8C8DF4-5567-4570-BA34-517016674637
93, 138.000,  0.990831,  6.921544,65259240-DA2E-492B-8804-CAC2A970142E
94, 138.000,  0.988906,  6.799142,092E07AF-91C3-41DF-8E56-E76EC94CCB4C
95, 138.000,  0.982318,  5.276938,4B744D65-35F8-4DDB-B554-AAAE115A6927
96, 138.000,  0.989712,  4.049927,76DB6EFA-D4BA-4CD9-B934-26CB5015C39E
97, 138.000,  0.995682,  3.218237,A3CB96EE-DB99-4A6E-A8B2-E8C8C79DFE70
98, 138.000,  0.998228,  5.010486,510B8BF8-A411-4267-B6B2-A84E438751CD
99, 138.000,  0.999788,  7.652738,4B1B751D-931A-4F88-9C71-C7F566B3E7B0
100, 138.000,  1.001678, 10.919664,995BA03C-32EE-429D-8AC8-CF3E7B04833D
101, 138.000,  0.991867,  8.827627,20F4F03F-E253-4956-8E48-6C4640C094E8
102, 138.000,  0.995305,  7.809741,AC2C5DBB-AA95-4E34-B549-ABBB1C46A0B4
103, 138.000,  1.001224, 11.391031,32FE0EF3-62F6-459B-9E22-CAC689DEEF75
104, 138.000,  0.997474, 10.281188,E5590BDA-6BDB-4B8A-88A6-62A522A76002
105, 138.000,  0.997196,  9.774424,57BF892F-264B-43D0-A8E0-6B5F62C0562F
106, 138.000,  0.991969,  8.960270,7F2219A4-4C74-423F-BADF-48B38456F68D
107, 138.000,  0.989103,  7.546827,2B26B191-1683-4804-B190-47A32A1C8741
108, 138.000,  0.996289, 10.240183,EBB59E5E-7434-4E4E-9EC0-7C0A3ECCD621
109, 138.000,  0.995881, 10.456797,3ED69350-4197-40A2-801D-C1FD01346C37
110, 138.000,  0.996894, 11.254832,C7F5FB6B-9828-41BE-9A48-5A7F32F2F710
111, 138.000,  1.004001, 13.786474,ABBE7701-3127-4792-8C25-DD221167F071
112, 138.000,  0.989539,  9.920390,A8E68101-C6C6-40D1-A91A-A1DBD3BC1140
113, 138.000,  1.011846, -6.599896,140A96A2-DC1A-4DFC-B51D-96AEFA18E90D
114, 138.000,  0.996277, -4.093468,30D7BFF6-FC46-415B-B99C-56364A485FB6
115, 138.000,  0.995976, -4.115657,A536F263-AA7D-4768-9CE4-1E62EAED00FD
116, 345.000,  0.984451,  2.888370,74681864-BC8D-476F-A8DC-DAE61BE752CE
117, 138.000,  0.980861,-11.427377,501C2E7C-0F1F-47CF-9079-957CD8F0A577
118, 138.000,  0.985194, -2.352478,F8EE60F6-4661-47BE-9517-BDCF32752F70
119,  13.800,  1.000000,-11.745398,203C3FAD-8AA4-42CC-BF97-8FD9E9A63C0C
120,  13.800,  1.000000, -8.716227,3B79813D-3949-4405-8970-753D8E9C54DD
121,  13.800,  1.000000,-10.075554,360B9B5C-AA0F-4645-B2CD-EB206B407DC8
122,  13.800,  1.000000, -5.349114,14D7CD96-E2E7-4DBC-A558-DE159A21ACCC
123,  13.800,  1.000000,  6.278689,EC2E4BF2-6C48-413A-9A21-FDCFC5326559
124,  13.800,  1.000000, -5.812116,697F9013-B904-405F-86D9-8F3BC0F1990B
125,  13.800,  1.000000, -8.441114,C9C8744B-3E07-4208-904F-7ADBF3827C05
126,  13.800,  1.000000, -6.528361,216D6B0E-2306-4EB1-97A8-09F387F0AC90
127,  13.800,  1.000000, -7.667857,FFEAC9B2-BFA8-4077-8E8E-5C390E18DB8C
128,  13.800,  1.000000, -5.755554,A74D7496-813B-4F28-B09F-A6A274701B24
129,  13.800,  1.000000, -8.105573,62470EDD-3C17-4336-83E0-2B94FA6D2182
130,  13.800,  1.000000, -5.806676,9D4A195A-7AF4-415D-B55E-5D3665842E46
131,  13.800,  1.000000,  0.000000,7AE43335-8225-455D-B3C4-EA108A8AFB2B
132,  13.800,  1.000000,  0.031714,C4A1E10B-4B14-492C-AD81-9D84BF186DC8
133,  13.800,  1.000000,  7.317720,72A50108-1242-4D3E-8987-3FA8433BFE91
134,  13.800,  1.000000,  7.007626,8A2DDCFF-805F-40FD-88AB-1BF1E752DF98
135,  13.800,  1.000000, -3.679914,49C0544D-452E-42C3-97A9-202D0BA43969
136,  13.800,  1.000000, -2.532483,5B05EA35-CC73-416F-881F-EC624AD50C77
137,  13.800,  1.000000, -1.397604,BE0231E9-1ADD-4B71-8AAD-FFB7E584B494
138,  13.800,  1.000000, -4.673985,638973B4-A4D2-4E73-9264-3682F9D321A0
139,  13.800,  1.000000, -3.783742,ABDE259A-7608-45DE-9006-F0C7A0E755A0
140,  13.800,  1.000000, -2.827842,0FCDFEB5-4C9E-47F0-9FBB-4F3E1D8A6CA9
141,  13.800,  1.000000, -8.822141,D8011774-950E-4A18-BFFD-C638E4D60BA6
142,  13.800,  1.000000, -9.097540,09500BDB-1C78-43D9-9AD6-DB6A665135D4
143,  13.800,  1.000000,-11.211306,D9D84DC9-3C17-4186-8CE0-45C62EF5EDE8
144,  13.800,  1.000000,-10.315877,8D3345D9-E18E-4CFF-85BC-BCEDAE4F1E14
145,  13.800,  1.000000, -0.010800,768C9A60-CA63-4649-92F7-BA595D68B8FC
146,  13.800,  1.000000,  1.791886,E709E8F9-AE38-4A89-AD48-3044CCEA1963
147,  13.800,  1.000000, -0.072040,E684D319-A57C-4FF9-95A7-5C92115EF8A2
148,  13.800,  1.000000,  0.043916,EA8D77D7-0221-4646-908D-FE2E127FAE35
149,  13.800,  1.000000, -3.046727,02CE8ED4-00A8-4078-B4AC-DD28915087B8
150,  13.800,  1.000000, -4.276627,DAA0066C-3EDB-4498-929B-0B0F0D8E12FD
151,  13.800,  1.000000, -1.858810,9D63E2C2-6E35-4319-B0CA-A781AE7857D1
152,  13.800,  1.000000, -4.197438,B9C88563-B06E-4141-BEF3-7B819D784226
153,  13.800,  1.000000,  2.996748,0B6067E0-8B01-4BF2-9577-16F93EB10DAA
154,  13.800,  1.000000,  6.506604,D889D2DC-4E85-4E24-97EB-D7303255F0B5
155,  13.800,  1.000000,  1.044440,6F33F207-5DBD-467D-8DE4-8D37B4E615DE
156,  13.800,  1.000000,  6.769347,9F53B8F5-4883-4409-B6AC-F29DB6603565
157,  13.800,  1.000000,  6.370673,D216025C-AB98-416F-8521-0F54ED29A61F
158,  13.800,  1.000000,  7.353041,FE0885F0-E134-4BBE-AA54-1747F5054049
159,  13.800,  1.000000,  3.225979,E1AC9427-5D80-4AA2-87CD-40BC030388FD
160,  13.800,  1.000000, -1.768412,79BADDF4-516D-40C6-A7EA-A3848EC788B3
161,  13.800,  1.000000, -1.569263,08CC33E3-30A1-4810-86DF-E5BCB1766499
162,  13.800,  1.000000, -1.916354,21211A63-6772-4F25-A406-7E27D2BE3507
163,  13.800,  1.000000, -2.683235,3DC62CFD-3FE0-4C87-B49D-4B090C724E3F
164,  13.800,  1.000000, -2.334659,13E0B318-149F-4FBD-9A40-E8B1ED560A2F
165,  13.800,  1.000000,  0.579833,ED4A70E7-1169-4F7B-8508-C32469E01CC0
166,  13.800,  1.000000,  1.200828,5C7DF74D-76E9-4C05-8AD7-AB414D704183
167,  13.800,  1.000000,  7.341297,5C74704E-E0B3-4130-AFC3-929FAB875530
168,  13.800,  1.000000,  3.852834,78178EB2-515C-40C1-9EF5-D93C1915B736
169,  13.800,  1.000000,  4.668726,678CF40F-A28F-4813-A9E7-C7DAD6E698B0
170,  13.800,  1.000000,  9.422439,944A1E0F-5E11-4848-A348-E55125A54460
171,  13.800,  1.000000, 12.829795,F9752C1D-A718-4D8A-A740-D3E2332654D9
172,  13.800,  1.000000,  4.613489,D99E5D0B-8D72-4E45-BCA1-813BC1F07349
173,  13.800,  1.000000,  5.471864,B7799787-5209-4FE7-88C5-55BD9B4B95A0
174,  13.800,  1.000000,  7.409655,7DCDDED9-AB17-4F5F-9B4D-47118B52349C
175,  13.800,  1.000000,  8.175931,8DE9F12C-9BE6-4498-8754-24E6C943F9F4
176,  13.800,  1.000000,  7.652434,48CF6A2A-59CD-46E4-AF19-88A52D313796
177,  13.800,  1.000000, 15.787773,5140BAF6-AE26-4F22-93D8-646A1BDB1460
178,  13.800,  1.000000, 15.500826,AD5E3B9C-BAE2-436B-ACBD-517BF90BB2CB
179,  13.800,  1.000000, 12.066150,3FD3F065-4DF7-480C-ACAF-1D30382A7422
180,  13.800,  1.000000, 11.902683,C0564AC0-8411-4769-B737-6B7FE904B99D
181,  13.800,  1.000000, 15.974533,D82EB6B3-0AB9-4492-97A5-27B1C4F0DF99
182,  13.800,  1.000000, 10.277561,6DB5286A-2890-4B4F-8561-E13F4E91F04E
183,  13.800,  1.000000, 11.139583,0B62EC6E-7FF2-4E9B-8F90-BC414A9F2C3D
184,  13.800,  1.000000,  9.770396,B7D4C1AA-2307-4F6A-83B1-DA9BC4130485
185,  13.800,  1.000000, 10.728452,F6248BB9-8BDA-4C1B-8D68-46487E9209D6
186,  13.800,  1.000000,  7.515264,77068F76-B8E8-49E0-A76D-1EB981237BD7
187,  13.800,  1.000000, 11.250369,77056770-4E87-43AE-A4B7-80EF67FEDE1B
188,  13.800,  1.000000, 12.208715,84CE4EC4-55E3-4A5C-AD8D-06A7BDC8848E
189,  13.800,  1.000000, 18.133248,D878B1C6-9388-4B7F-AF4E-56B7CC00D17B
190,  13.800,  1.000000,  9.879805,ADCBC5D8-53F7-4E4A-8AFB-1CB511D17E70
191,  13.800,  1.000000, 10.654995,0656B6F9-F282-42DD-B24B-AD5F46F79913
192,  13.800,  1.000000, -6.554953,5FFAEBAC-6082-4A8F-B9E1-E3934A37BEF7
193,  13.800,  1.000000,  7.333371,85381297-51EA-4EBF-9D37-F0BA9D2E1ED8
