From, To, Ratio, Pfrom, Qfrom, Pto, Qto, CEQ/XfEnd id
28,51,0.0000, -328.544369,   59.327491,  332.017340,  -42.540961,D6E32B18-40FE-4C2F-8B9C-F62546F58BCF
28,51,0.0000, -328.544369,   59.327491,  332.017340,  -42.540961,FE65341B-35E6-4F5B-9928-91905E644F6D
33,36,0.0000,  316.098217,   26.776714, -315.669318,  -84.868829,BEB29AA3-BD57-45F0-A2BD-EFFF866D760E
34,35,0.0000,  940.085338,   18.368700, -937.611636,   -3.532988,1B25464C-70FE-482F-A360-9D463E56E54E
34,35,0.0000,  943.849785,    7.779476, -940.735343,    3.648623,1D8C7489-B365-4931-AF84-2727C0F831D7
34,37,0.0000, -609.696310,  -81.289206,  611.334675,   39.258619,4A93A1A2-2778-435F-A335-60D91903631B
34,37,0.0000, -609.696310,  -81.289206,  611.334675,   39.258619,CF4C4F97-F33A-4409-AF52-3DCC720919D5
34,49,0.0000,  879.084653,   41.209717, -874.412712,  -35.435724,692EB188-9B14-4867-A8A9-BE25CB22E81F
34,56,0.0000,-1560.339478, -280.771223, 1565.337453,  353.056267,34E20DED-8E93-4270-921F-A43F8ED2B8C0
34,80,0.0000, -167.071063, -409.665436,  168.201392,  -67.723799,E1D5C3D1-5E0D-4740-B53D-DDE06136D9A7
34,81,0.0000, -104.928331, -403.607711,  105.865540,  -23.154201,05DC6526-94BA-4FDB-B328-F5155EA3F661
35,49,0.0000,  921.121456,  109.539879, -919.298576, -101.846581,2C319160-A2DF-4FA1-AF32-F05BC41503FC
36,49,0.0000, -648.551442,  119.510061,  650.325606, -146.264886,3ABF745B-E035-4472-A8CC-F312A31C8F1C
38,39,0.0000,   44.009728,   59.288456,  -43.924387,  -67.677251,400485FF-9DE5-4668-92C1-0C3D96086F41
38,43,0.0000,  554.203881,   10.725607, -552.201549,   21.193155,D299FAB2-6AD2-419D-8BCF-7C30A5331187
38,43,0.0000,  554.203881,   10.725607, -552.201549,   21.193155,873549C7-2C59-4E12-BFEC-BC83FFFD52B7
39,41,0.0000, -716.653166,   64.685916,  726.883494,   64.622135,A7A0E4D7-DB52-4CD0-B51A-B20382248557
39,43,0.0000,   73.345916,  -34.731528,  -72.809553,   23.605647,9902D09D-DB98-4D32-9D21-14D34EB33E06
40,41,0.0000,-1678.861808,  -36.554220, 1713.584803,  432.926509,AF914598-3E89-4286-82F4-C7DE885B5CAC
41,42,0.0000,  581.709832,   62.811513, -576.925130,  109.208563,6C0C4DA1-D175-447B-B4C4-8B4D40EC6A16
41,42,0.0000,  581.709832,   62.811513, -576.925130,  109.208563,AE68D3FA-A135-4F69-A406-5CBB33A712BF
41,44,0.0000,  487.963119,  -11.814716, -480.267940,   92.468762,2AEDAC14-89A4-4D0B-85B7-DF971A24B438
41,50,0.0000, 1287.046286,  130.123927,-1234.257835,  343.197175,C5E0B7A0-1232-4266-9C0C-16C80B908320
42,50,0.0000,  218.835197,   21.418087, -217.313764,  -22.386286,19206913-97A1-48D2-9933-E5224B08C6D1
42,51,0.0000,  434.527030,  -30.257679, -428.616206,   69.676127,D1EF3C8B-2651-4EB5-BF00-369534994D09
43,44,0.0000, -141.733273,   -3.594501,  142.310816,   -1.617177,24EE7D6C-CF1D-4179-A6B7-64D2AB9353B0
43,44,0.0000, -152.496955,   -8.393871,  152.820691,    5.159837,D4182D34-2FD5-4E50-9D57-7ED57E15B68C
50,51,0.0000,  209.190477,  -71.745288, -207.654645,   70.895686,9B24AAD1-840F-491D-8A6B-373EEB5B5D10
50,51,0.0000,  209.190477,  -71.745288, -207.654645,   70.895686,D218B5B4-1289-4C8A-B84E-A44781DE3864
53,54,0.0000,    4.754318,  -80.910463,   -4.753673,  -64.651111,37F54BEE-CC1A-44BF-8376-34ADBFF9CC86
53,55,0.0000,  -33.605060,  -16.572610,   33.630010, -105.190958,48437B5E-EDE2-4446-AA88-38E016AE09BD
53,56,0.0000,  844.243904,   48.741536, -844.243904,  -50.189662,583896F9-698D-47CE-A867-FF050191A6CD
53,56,0.0000,  844.243904,   48.741536, -844.243904,  -50.189662,C618E751-9550-4BB7-8797-CAA1C28C8F8F
54,56,0.0000,   66.760231,  -77.021402,  -66.723905,  -95.005022,BC47A3D0-8A81-4AB3-A145-2701FCB5C733
56,80,0.0000,   80.614718, -180.866678,  -80.096524,  130.721027,B10CC066-3BB3-4FA8-8A16-177D12156590
57,220,0.0000,  -31.532473,  -41.628492,   31.708335,    9.323706,1F790CD9-EBF2-4519-9DC0-6E3152B61A4C
57,225,0.0000, -149.785095,   50.660651,  150.284153,  -87.132989,8DA37076-5F7F-440E-92A5-7E8869F556C5
57,225,0.0000, -149.785095,   50.660651,  150.284153,  -87.132989,AE0904A4-7C6F-498D-BB5F-EF89B0EF560E
58,60,0.0000,   42.416876,  -39.220476,  -42.179672,    3.613306,9E8F12E7-3607-4DCA-940F-54637960ED2B
59,60,0.0000,   42.416876,  -39.220476,  -42.179672,    3.613306,FA7D9354-C509-44F5-98D8-185305F72815
61,64,0.0000,   12.106582,   -4.482391,  -12.103329,   -2.808550,6827D5FF-05DA-40A4-B908-1EA2E2A7D975
61,65,0.0000,   28.020334,   -6.882406,  -27.997351,   -1.061211,A0969BB2-E748-482A-B6E9-96BDF016A6CA
61,71,0.0000,   62.204571,   -2.600570,  -62.084856,   -5.643730,1843FEC9-2BF7-4D79-8672-FE76EA140E6E
61,72,0.0000,    5.897238,   -2.935880,   -5.896437,   -4.557053,639C4987-9655-4BD7-8D40-0001B8BF95FA
62,68,0.0000,  321.696895,  -49.618598, -321.200062,   55.631161,4CCF2401-F0B8-4CDB-B387-A6228A212378
62,70,0.0000, -447.620470,   74.837716,  448.340563,  -65.013231,34063ECF-C230-43B4-A763-C77059C4F157
63,66,0.0000,  544.112716,   20.072592, -537.581224,   73.833283,6F5906FF-8972-4477-B726-C673420AE0BE
63,66,0.0000,  507.476513,   17.885142, -501.330423,   68.608297,B62B0E52-F219-4C41-B60F-4DB0953F87A1
63,69,0.0000,  624.622200,   26.009822, -616.755942,   87.433879,DAE1F0DD-9E85-40EB-8D2C-2BC4A8F4133C
63,70,0.0000,  513.012325,   20.884486, -505.591985,   82.929365,1D63010C-AA47-4538-A563-FB8EDF3EE5FE
64,65,0.0000,  152.332054,  -16.633513, -152.264023,   16.701064,B2AC8213-76D6-4C40-A301-31226A6CA1FF
65,68,0.0000,  -42.921652,  -11.726348,   42.966181,    8.963465,50D4D632-DCAE-497D-B183-5B20B4F806CE
65,68,0.0000,  -42.921652,  -11.726348,   42.966181,    8.963465,6597045F-E295-4EF7-8E14-799915534BDD
65,71,0.0000,  190.189301,    3.407141, -189.679452,   -1.846523,B08B124A-00E6-494C-85EB-617586E32AA3
65,71,0.0000,  190.189301,    3.407141, -189.679452,   -1.846523,AF3A32D9-F220-4EE5-87B6-594BD1618E32
65,71,0.0000,  188.879481,   -0.305100, -188.305601,    1.842170,88482151-BCEE-433C-A60C-1643E1D3C175
65,71,0.0000,  188.879481,   -0.305100, -188.305601,    1.842170,AAC2C8C9-AE9D-45F6-96C6-830209D1C838
65,72,0.0000, -219.631524,   33.553503,  219.764773,  -32.532135,F2C5F32C-586B-4697-945F-C60252BD8B5F
65,72,0.0000, -219.631524,   33.553503,  219.764773,  -32.532135,FE929775-C686-4D7D-9C56-89D2EA9E2715
65,72,0.0000, -219.631524,   33.553503,  219.764773,  -32.532135,C1790070-58BC-45BF-BAA4-9C188EE50633
65,73,0.0000,   38.297476,  -12.691056,  -38.275444,   10.395190,440A6135-5C77-4BA7-8385-43D0C5E26485
65,73,0.0000,   38.297476,  -12.691056,  -38.275444,   10.395190,B52499FF-E8D5-4D45-ADC3-8E8C0CB80F22
66,69,0.0000,  160.569634,   -7.026690, -160.473474,    7.153373,8DE14200-ABA9-48C9-94EB-A756CC30CDC3
66,70,0.0000,  578.388700,  -74.103381, -576.507278,   92.908750,8234D40C-5CD1-4C77-8868-3745C5B2C580
67,69,0.0000, -215.856578,   19.900315,  216.202145,  -17.589316,68A3200F-9E57-4257-AFCA-5E072B8C0438
67,69,0.0000, -215.856578,   19.900315,  216.202145,  -17.589316,F835025F-DF42-434E-A741-09B26757A84C
68,70,0.0000, -375.960767,   79.752367,  377.710470,  -64.263947,6D94DC42-A274-418B-8AFB-6013EBDEE949
68,70,0.0000, -375.960767,   79.752367,  377.710470,  -64.263947,276920BB-2D6B-4A44-B8DD-05A85C351B67
68,73,0.0000,  113.092758,    3.797390, -112.929741,   -4.679586,A709F82E-CCBF-45C6-8819-414C5BF930E4
69,70,0.0000,  235.373052,  -36.860387, -234.745343,   41.143622,22FB28F9-FE33-460C-85E3-66482466BDF3
80,81,0.0000,  105.954364, -137.921152, -105.865540,   23.154201,21A5ABF3-0B13-4A50-ABF5-41CE669B2447
82,83,0.0000, -163.453575,   25.827416,  163.750901,  -27.273535,2FC19278-7138-44D2-83A1-41828F620833
82,83,0.0000, -163.453575,   25.827416,  163.750901,  -27.273535,3789EBF4-733E-40C8-A10B-0CD1CF583CD3
83,84,0.0000, -294.501908,   57.835035,  295.481356,  -51.380471,9AF1C306-4361-4363-AC82-84AB491864BA
83,84,0.0000, -294.501908,   57.835035,  295.481356,  -51.380471,36972D11-2399-46ED-8E5A-7C72E1AA3E3E
83,84,0.0000, -294.501908,   57.835035,  295.481356,  -51.380471,E3A08EEE-46B5-4088-ADAA-DB930033E07C
83,96,0.0000,  103.001323,  -85.353422, -102.811808,   82.624344,226C8E86-2DE0-4176-9787-42B0F86737B4
84,92,0.0000, -654.010022,   77.859166,  658.750483,  -27.966676,E19C0E70-7121-42AC-B7D1-C8614ED0C473
84,92,0.0000, -654.010022,   77.859166,  658.750483,  -27.966676,56A6AD1C-3BD5-4584-9AD0-3506FC6A22BA
84,99,0.0000,   27.988577,  -32.660575,  -27.970038,   28.021702,70CACC6B-E076-4ACB-8142-A1535F0FC8FB
84,99,0.0000,   27.988577,  -32.660575,  -27.970038,   28.021702,E94379D6-4890-4102-A13F-DEC15062C638
85,86,0.0000,    4.728287,    2.664170,   -4.724265,  -18.184220,F10B6DCC-C96B-49DB-9229-E20D4B9C8A58
89,90,0.0000,  -48.279871,   13.287906,   48.307429,  -17.904475,F4663B25-6082-42DD-9806-4927776D550A
89,90,0.0000,  -48.279871,   13.287906,   48.307429,  -17.904475,D1ADA770-F168-410C-838D-21BC3CFA0F4B
89,91,0.0000,  -44.252131,   17.514186,   44.277322,  -22.155298,5F798E06-B4F7-497A-AC7C-B6E7C537DD6A
89,91,0.0000,  -44.252131,   17.514186,   44.277322,  -22.155298,216E3E92-1A05-4265-814F-08C6608D33F7
89,152,0.0000, -219.781784,   59.121833,  221.381584,  -59.868688,38E3BDE8-2AB4-4CB6-8301-376AD4A407B3
89,152,0.0000, -219.781784,   59.121833,  221.381584,  -59.868688,29EE55E4-8CFF-4624-A88F-86709B8467B9
89,153,0.0000,   94.860796,  -43.811544,  -94.746389,   40.170113,7EDFCECA-34AF-4499-B997-54140B891F90
89,153,0.0000,   94.860796,  -43.811544,  -94.746389,   40.170113,963FBC36-3FB2-441D-A617-A957638D6528
90,91,0.0000,    3.996105,    1.781018,   -3.995741,   -6.701802,3FCFCAE1-7104-4A61-B588-9A4EF72809E7
90,91,0.0000,    1.794155,   -6.002675,   -1.793956,   -9.644634,52DDEA24-BA95-4F57-8B89-BB975F7376CF
90,92,0.0000, -580.125593,  141.479154,  583.953601, -102.167295,EA19EEA0-D9B7-4A55-A196-97998D1CF44B
90,93,0.0000, -198.470701,   44.915408,  198.916814,  -44.675794,EB74C4AD-3AE3-4D24-9CCB-1B97A2B82807
90,153,0.0000,   62.384049,  -33.817176,  -62.245249,   19.355471,E13C6EFC-5CE8-4A52-B9CC-8D5FE3FD5F5F
90,153,0.0000,   62.384049,  -33.817176,  -62.245249,   19.355471,660A835F-0546-4A8E-BB6E-D6D5E0F2C0AE
91,92,0.0000, -583.727246,  137.419890,  587.592204,  -97.678641,D451FB26-4223-4967-8D77-82BB0A6FE2FC
91,97,0.0000,  124.509049,  -34.090044, -124.332023,   31.198357,163D100C-2B85-4547-8425-2EC674259AFE
91,97,0.0000,   54.369332,  -22.870721,  -54.272502,    8.083769,5634E5C5-0585-4FF0-A4E2-F6525806D48B
91,99,0.0000,  105.294175,   32.041970, -105.162477,  -35.417522,8E9F4841-9486-4213-8826-6BFA30E6DCE7
91,152,0.0000, -200.468167,   48.712108,  201.788127,  -52.016484,C029F0D9-7391-4896-A230-4BEE1B9D9D8C
91,152,0.0000, -200.468167,   48.712108,  201.788127,  -52.016484,173DD659-8BEA-4513-947A-A6E63609B0DB
92,93,0.0000,  384.310069,  -69.886593, -382.649443,   84.191853,92FB8E25-A795-481E-8E65-95C885590703
92,93,0.0000,  384.310069,  -69.886593, -382.649443,   84.191853,53FB784F-F4A6-419A-8E60-524A68E2E870
92,152,0.0000,   54.666409,  -13.893243,  -54.572764,   -0.625070,3700F0DC-6D34-487C-8D60-17A13AA7B0C6
92,152,0.0000,   54.666409,  -13.893243,  -54.572764,   -0.625070,01CE81B2-8590-42C9-BED9-3B13E9330F9D
93,143,0.0000,   -3.052432,  -18.970394,    3.056552,    3.406550,9D5A31F3-5936-4C7C-AD99-AFABBCD70ED3
93,144,0.0000,   56.314962,  -31.537338,  -56.200642,   16.963517,AD9E8BAB-BF4A-43B1-ACBC-050C7EE0BBEA
95,131,0.0000, -395.382596,  118.720998,  396.290616, -148.168806,3025EDBB-965C-42CE-AF09-6FEE09598745
95,132,0.0000,   51.168403, -151.254653,  -51.085889,   90.106703,48AAFA0F-F52E-4443-8E31-086CC391459C
96,98,0.0000, -113.505607,    0.393562,  113.642762,   -3.777659,0846FD50-CE0B-4893-BE29-1DCBD3F0D800
96,98,0.0000, -113.505607,    0.393562,  113.642762,   -3.777659,EFD46D5B-5A35-4C4D-9CA6-BBD6C7B4397E
97,98,0.0000,  245.225301,  -39.160424, -244.569349,   41.773082,BB6C28DE-B12D-4010-9708-84411F65183C
97,98,0.0000,  245.225301,  -39.160424, -244.569349,   41.773082,84B2C917-5672-4E04-A276-B1E40936B856
97,98,0.0000,  245.225301,  -39.160424, -244.569349,   41.773082,FFDFCAAC-A3FA-4C59-92C8-E0FD4BD2C225
97,147,0.0000,    5.009191,  -12.000840,   -5.007913,   -3.728205,F78106AD-8D94-4DA4-BD5C-6EC0CE1CB39F
97,147,0.0000,    5.009191,  -12.000840,   -5.007913,   -3.728205,B5B7B493-C3F0-48EA-9C62-FDF1509C0201
99,152,0.0000, -245.148231,   37.532066,  247.059369,  -35.285029,6782B376-33F9-4CD4-A570-0122AAD98633
101,102,0.0000,    0.001915,  -16.047817,    0.000000,   -0.000000,21720AD1-0CA0-4CB3-8EB6-88A1A290D830
101,102,0.0000,    0.001915,  -16.047817,    0.000000,   -0.000000,0B35712D-9E40-422E-9588-F40193019560
101,104,0.0000, -365.237607,   75.766918,  369.405981,  -53.130464,AC272E1E-5326-4714-BD53-0C8EF81FA33D
101,105,0.0000,  141.286200,   -5.779857, -140.693477,   -4.702723,C7EED2C8-1FF0-41DC-A107-66AE4CC1B64B
101,105,0.0000,  141.286200,   -5.779857, -140.693477,   -4.702723,4DE22D02-103F-4FC3-BFDD-B368999CC4D4
101,117,0.0000, -462.836133,  106.468997,  469.584352,  -59.933408,412E56C8-81C5-4E90-A4DD-AAAD0A1FE1CF
103,104,0.0000,  420.203157,  -71.009741, -414.632368,  106.921057,154EFE2A-C788-4F2C-BBDA-4FB5BC1C082D
103,117,0.0000,  320.163537,  -62.944297, -316.907168,   77.482785,83517945-288E-4E87-91E9-748B667FA323
104,117,0.0000,  -99.566883,   12.391717,   99.877634,  -25.293589,28166F91-F587-4929-A72C-917E3B933C22
104,117,0.0000,  -99.566883,   12.391717,   99.877634,  -25.293589,914CB8AE-352D-4BDD-A2CE-AF0C0F7BA0DB
104,146,0.0000,  -46.646092,  -32.961523,   46.730468,   17.795905,BC1FA550-DCA4-4236-A5DC-48671E1BD478
104,147,0.0000, -126.379479,   14.340627,  126.875048,  -25.540913,F707C994-EC75-44EA-B960-2360D354E915
105,136,0.0000,  -79.808826,   37.477880,   80.061211,  -50.886944,CADCA676-E1AB-428B-83F8-0053A0363783
105,136,0.0000,  -79.808826,   37.477880,   80.061211,  -50.886944,0086CEDC-C717-49EA-ACBC-3F45889C8376
108,143,0.0000,  220.660354,  -48.195063, -219.109465,   46.993112,E955E4F1-A7DE-4662-AD5B-2AAE3AFDDE95
108,144,0.0000,  280.502372,  -56.892350, -278.003299,   64.431765,F04928CB-1507-4D44-8EF7-C7914E69BED0
110,154,0.0000,    0.003200,   -9.693563,   -0.003079,   -5.734962,F7B7C560-F6DF-4282-B498-DE40C526D8D8
112,155,0.0000,  -76.429407,  -18.088489,   76.614503,    4.416543,C850A191-37D4-473F-BCB6-82C2BDC54DF8
112,155,0.0000,  -76.429407,  -18.088489,   76.614503,    4.416543,5E9E6295-7943-44AC-B636-875E33919154
114,115,0.0000,  632.043507, -136.367456, -628.863470,   78.763131,59571E3F-1289-475B-A078-3F230A82E81F
114,116,0.0000,  652.460929, -140.144071, -648.734880,   80.596620,9A908C15-2291-4EE7-92BD-F847A225B2E3
114,116,0.0000,  652.460929, -140.144071, -648.734880,   80.596620,CE5C04C9-083A-4189-BF50-22454289CB6C
115,123,0.0000,  232.846452,  -16.936869, -232.459053,  -86.429611,B52C7A67-8275-445E-9D09-6D7AE954CECE
115,130,0.0000,  105.539292,  -76.947429, -105.439284,   -1.552451,1CCD2B68-5B70-475D-BCA8-EBEF2FCE893E
116,130,0.0000,   45.489587,  -68.872501,  -45.436731,    9.384928,ECB0534A-C128-4CDE-86F4-E97FA8169472
117,119,0.0000, -272.601106,   86.142474,  275.114828,  -78.398972,2B999906-2C34-4894-AF09-9B8AB478BE3E
118,119,0.0000, -136.621407,   33.833452,  137.248075,  -43.417960,B7FE970D-420A-4A83-ABC3-BCBC8002EE2F
124,125,0.0000,  503.633192,  -35.173802, -500.553185, -100.083204,45A92B5B-44A8-491A-ADC0-188D9DEEA6A7
126,127,0.0000,  507.035176,  -36.051440, -503.914538,  -98.430059,7A86FCF4-4C35-4DDF-84FE-C64869AD1223
128,129,0.0000,  536.476986,  -30.437487, -533.307458,  -85.297229,3113C167-7148-46A8-A627-3D50ACAB0419
130,131,0.0000, -394.920068,  176.488376,  395.915584, -204.170138,8A4333AD-D34E-4052-8121-45D9A82949FC
130,132,0.0000,   14.248916,  -81.488039,  -14.246471,  -64.715835,2C0D626D-B3C0-4D56-80DC-BB44DA75B96D
130,238,0.0000,  261.348006,  -91.552941, -260.899349,  -19.318425,E35DF2B1-23AF-4F33-B0F1-F1D475E3FB86
132,133,0.0000,  111.967092,  -33.706483, -111.965874,  -69.072133,0C444B52-8ED3-487F-B200-8426EEF3B23C
132,134,0.0000,   43.616469,   16.304866,  -43.585656,  -58.494780,9E3C8E97-14CC-46E6-AD90-531B27DC16D7
132,238,0.0000,   63.691698, -133.254052,  -63.628212, -126.376900,B1DFD872-D4A2-4ACA-B739-87A90F06E835
133,134,0.0000,    4.950406,    3.873567,   -4.937109,  -54.224723,E299BFD5-ACF1-49E4-B33E-C91AEEC7F72E
134,135,0.0000, -744.072447,   58.755813,  747.908520,  -54.522081,F3D1B141-7B6B-4DDA-9BB8-A5238E521779
135,159,0.0000,   12.648608,  -68.995755,  -12.643646,  -11.537459,B9FBFF15-818D-48F3-B2B9-E7DDA3A4BEAD
135,159,0.0000,   12.648608,  -68.995755,  -12.643646,  -11.537459,E15CADFB-1DB0-479E-B84B-BA9EAAD66DB7
136,137,0.0000,  173.545148,  -27.535242, -172.613757,   20.540277,9F3CD269-9AC2-404B-AC07-E92AF7A0B53D
136,152,0.0000, -782.798446,  192.727421,  802.733829,  -23.812423,6C48E763-66F1-406F-AA58-9004C61FDFEA
136,240,0.0000,    0.459726,    0.157529,   -0.455134,  -11.369459,2BCC8436-7F62-4676-8F86-4C61762578BE
137,149,0.0000,  -22.198218,    4.383813,   22.217748,  -19.794259,851853EC-263B-4552-BE80-36AEA04CA51A
138,148,0.0000,  -89.204594,   -1.411961,   89.444030,  -12.291728,ADE56230-4B75-409C-A7A4-01345DAD3828
138,149,0.0000,  -76.957396,   41.470023,   77.207743,  -54.878427,B2C613C0-CE9E-495D-BAA9-8792BB9621DC
139,140,0.0000, -104.554203,   19.626624,  107.420023,  -20.639678,21506258-D595-49F6-9C05-258B662B821F
139,153,0.0000, -133.591369,   15.967453,  136.239977,  -10.335341,9CA42F9D-A73F-4A49-9C12-78F124C7FCC8
140,141,0.0000,  129.401343,  -10.523427, -127.104046,   14.838748,09521A52-10E2-4E50-93D9-C805E4384071
140,145,0.0000,  102.929305,  -13.691028, -101.169849,   12.001326,9E9C547E-2C47-46E1-B5F7-8EA483FFFC2D
140,150,0.0000, -174.561897,   37.793029,  178.113576,  -23.826099,A0B7F16D-96EB-4EDE-8124-9A0E93A2B674
140,150,0.0000, -178.668416,   37.860660,  182.168767,  -22.972273,271FBA10-4D13-489B-A816-019AED90B63C
140,150,0.0000, -175.528804,   38.031950,  179.093629,  -23.820439,4F81A052-5B6D-42B9-AF9A-9049D3A195E9
140,153,0.0000,   16.917304,  -22.960154,  -16.786028,   -7.918761,3BA9EFFB-1F03-4559-AB92-D97E2BBDF330
140,239,0.0000,  -20.479333,    0.895271,   20.542531,  -11.595867,C248034E-28F1-406D-8A67-00B90546CEEB
140,239,0.0000,  -20.479333,    0.895271,   20.542531,  -11.595867,45A7B639-754F-4F73-B2BB-0C34D8029E2C
141,153,0.0000,  -36.484012,  -15.432973,   36.895582,   -6.712307,6F885290-33A9-4B83-BCDA-E6B452391DCF
142,149,0.0000,  199.982263,  -46.910067, -198.693891,   43.383248,FCFE1989-FB1E-4683-B5CC-2653521CD634
142,149,0.0000,  199.982263,  -46.910067, -198.693891,   43.383248,A6C7C1EC-25D9-45FA-8FBE-DFEC70FE8264
142,152,0.0000, -729.274205,  146.406746,  746.508692,   -2.351698,0AFDE097-CFF1-468A-BAB9-3D036D90BBB4
142,240,0.0000,   15.514051,  -10.613476,  -15.477473,   -0.294510,13174471-8318-468E-97F2-0442EEA4F6A5
144,153,0.0000,   93.543858,  -30.483752,  -93.263319,   17.306430,754AD462-FB85-4340-803F-2DB9993C8AB0
145,153,0.0000,  -44.536206,  -12.001326,   44.979505,   -3.531848,57BCF0DE-B191-4C57-A1DC-11C3083A26C7
148,151,0.0000, -268.410005,   36.451666,  270.620069,  -31.923365,F0B20F4E-1FE1-4BD6-9D8E-F58C3A70A873
149,151,0.0000, -276.166868,   -6.089052,  278.501166,   11.960873,18DEB6E6-B542-4DAC-B660-3BC49C727EBB
152,241,0.0000,  227.118077,  -33.146091, -219.948150,   69.883444,234A693B-269D-47AF-A1D7-05B16BFB655D
152,241,0.0000,  227.118077,  -33.146091, -219.948150,   69.883444,63E4BA9B-3C4F-4351-8601-6688E3FBEA1A
159,172,0.0000, -295.997721, -297.865783,  296.956711,  176.983340,5B0382B6-1860-4D0B-AA47-EBC7511A304E
159,176,0.0000, -146.097585, -184.798740,  146.369900,   67.485707,359345EB-9E8C-4919-BEC7-B190758FD4BC
159,179,0.0000, -154.661814, -187.160598,  154.949213,   77.844789,892199C3-FA53-4ABF-8972-E697C13AEB9B
159,189,0.0000, 1386.231707,  -42.984234,-1372.043602,  -32.581172,D26B7102-771D-4C23-92AE-A72B22FF1137
159,237,0.0000,  113.976651,  -10.269841, -113.843623,  -41.310844,A9482A56-77C2-4F4D-B54A-BF9EE6764B9D
