From, To, Ratio, Pfrom, Qfrom, Pto, Qto, CEQ/XfEnd id
114,115,0.0000,    4.129774,    1.829051,   -4.129290,   -2.100725,E119CA73-0047-459B-B92B-CC47DF4EFDA9
11,12,0.0000,   27.165325,   -2.374080,  -27.120387,    2.029197,C3CC35BB-39D4-4C5C-A49D-EDD362F32CF0
11,13,0.0000,    8.301800,    4.746194,   -8.278940,   -6.504350,8732EE2F-EA4D-4D9D-AED6-E1EE4A903275
12,117,0.0000,   13.046022,    1.976930,  -12.984354,   -5.193357,6FB634AF-9D69-4EF1-B9B7-A2249168F7E1
12,14,0.0000,   -5.831920,   -2.023836,    5.839655,    0.264350,B392B67E-7729-46D6-ABD8-37D391BDD51C
12,16,0.0000,  -12.386488,   -1.027600,   12.419634,   -0.946691,E68D07EC-9AD9-4E1C-93D7-BA6EA8025306
13,15,0.0000,  -14.002494,   -3.981317,   14.152601,   -1.702716,D2DD66EC-E3D8-4AE4-8E06-1CF0DDB060BA
14,15,0.0000,  -15.143479,   -0.929120,   15.283013,   -3.593180,0B78C60B-11C3-46E1-9BC7-69C0752B37D8
15,17,0.0000,  -64.991957,  -15.681283,   65.574359,   13.113120,5C95E28F-E8D2-4BB6-A535-9F1AC697CDC0
15,19,0.0000,  -12.523900,    7.322225,   12.550126,   -8.242272,2EB6C154-FF94-4BF5-A7FA-52864C9E397A
15,33,0.0000,    7.467262,   -5.366437,   -7.440641,    2.259569,E4E83A3C-DA9A-49EC-B9A9-C52D013E19F0
16,17,0.0000,  -29.054192,   -5.707133,   29.447104,    2.573020,A3E3ECDB-1855-49A3-A16F-9A273FFC80F3
17,113,0.0000,  -16.402367,   10.895031,   16.437591,  -11.566644,25DB3931-1AC2-4364-93BC-4BAC2C820171
17,18,0.0000,   31.006431,   21.240301,  -30.833951,  -21.846907,3A54EA18-A60F-4C70-8C70-4BB35A616B18
17,31,0.0000,  -11.911021,   14.810604,   12.107204,  -18.184818,D207391C-1449-49AE-990C-033D72908E99
18,19,0.0000,   15.396941,   -0.367036,  -15.370367,   -0.653898,CAA4F5F4-75D5-446A-8D1F-C5027C8CCEE7
19,20,0.0000,  -10.856133,    4.766706,   10.895841,   -7.533861,8331E2DA-AFDD-4431-9B38-BABDCAC13487
19,34,0.0000,    3.452822,   -9.000293,   -3.418088,    2.744519,E2758803-6340-4DA2-B120-6576A3E30389
1,2,0.0000,   -8.349874,    1.395227,    8.373767,   -3.782934,9D0B474A-F3DF-415C-9F78-5FA697F8CA62
1,3,0.0000,  -25.071263,   -1.774745,   25.154970,    0.995207,16359CA4-FFA0-42A0-9D88-4D4A5B015D63
20,21,0.0000,  -22.868355,    5.538770,   22.973476,   -7.177767,1ABC88DA-FFA7-4AB3-923C-A2CDF07AB4EE
21,22,0.0000,  -32.262761,    1.869885,   32.485834,   -3.264069,0AF1FFF6-9BA3-443D-BD92-1301D91427AB
22,23,0.0000,  -39.178898,   -0.082463,   39.708314,   -1.512740,5A246992-B1F7-4280-B4BE-C8439D8201A5
23,24,0.0000,   -7.086364,    8.245346,    7.108439,  -13.206955,6D46755B-9CDA-44D6-8062-89F1FA933B4D
23,25,0.0000,  -84.492030,    1.033675,   85.589509,   -4.283630,E0C7B0DD-2A0C-48C6-95CE-1F42CEE0ADA3
23,32,0.0000,   47.067718,   -9.823856,  -46.375408,    0.514088,EFE81E59-47A0-4E8D-B997-F8391C7C3E51
24,70,0.0000,    6.085920,   -4.442881,   -6.085108,   -5.691909,9BF195C3-297C-4884-AEFD-ADE88D8554D9
24,72,0.0000,   10.513791,   -4.191365,  -10.458998,   -0.503558,3C848686-7DE0-4E85-9A6A-C473D6C31E85
25,27,0.0000,   75.461357,   -6.580014,  -73.732921,   -2.523606,26D1AC8A-6B67-4D00-A05C-4037E71A6815
26,30,0.0000,  151.194319,  -51.190398, -149.398498,  -20.049497,55E8E6C1-ADC2-4C98-8E59-7C0A40DC1896
27,115,0.0000,   10.616463,    0.708938,  -10.597478,   -2.585335,D30BABAD-C60B-499F-B845-98CEF0F72EF9
27,28,0.0000,   23.279348,    0.255757,  -23.175183,   -1.934160,C58B2F6B-2864-47B0-AEBF-BDD1215BF821
27,32,0.0000,    2.023051,   -2.224458,   -2.021746,    0.305675,C79DC743-421E-4219-AB03-53AE64ED1742
28,29,0.0000,   11.850851,   -2.729033,  -11.816578,    0.518728,4120FEED-BC3E-48F1-8369-CFF2EF9CB579
29,31,0.0000,   -4.128723,   -3.176114,    4.131433,    2.366085,7C2BFCB4-CBE8-4CA4-A9A4-55BB24CA24DA
2,12,0.0000,  -21.476037,   -2.112894,   21.565199,    0.872646,0AC98ED6-F54C-4B71-B0FA-8FFED93187C0
30,38,0.0000,   23.782539,   15.134229,  -23.695823,  -55.348435,E7D7A044-8290-40D0-B087-EEF5182B4496
31,32,0.0000,  -27.929811,    1.762228,   28.167780,   -3.468443,59935DA8-801A-47B2-8BC5-6A6DCFE591AF
32,113,0.0000,   20.939157,  -14.436926,  -20.584032,   10.368002,CBB8E53F-5FF7-46E6-8490-754E687DFC28
32,114,0.0000,    9.501141,    2.278026,   -9.487653,   -3.838007,8DA6C0E0-CBB6-485F-B0BC-3D7D3B7CF53C
33,37,0.0000,   -8.104131,   -8.342262,    8.148817,    4.781328,231960D0-F806-47C9-AC6D-313F2EDF7E7D
34,36,0.0000,   21.229079,   10.413575,  -21.180749,  -10.840785,239E84C5-5A79-4715-AF8A-FB7D32D2D5B8
34,37,0.0000,  -60.565081,  -28.400032,   60.676829,   27.803900,AF376178-ADA1-4142-9CCA-0AE26D0AAB45
34,43,0.0000,    2.196840,    0.401994,   -2.192246,   -4.668642,691A9961-89CF-484C-834A-3DE9D7864B6A
35,36,0.0000,   -0.067014,    6.026120,    0.067856,   -6.292931,2D34DA80-8D12-4181-8F44-6456EDF0AD5E
35,37,0.0000,  -22.434618,  -12.162837,   22.503784,   11.132545,4141584E-178E-43FD-AB37-DF0D242423C9
37,39,0.0000,   36.466901,    8.096196,  -36.023575,   -9.348603,C927DC57-BDA6-4989-A5F8-034D458A8428
37,40,0.0000,   29.492511,    3.675704,  -28.971856,   -6.406139,7C40D5BF-DBC9-479C-99DC-3432338C33D4
38,65,0.0000, -133.593019,  -37.255441,  135.235440,  -46.021230,FE94B045-17CD-4697-BBF7-9DB05798C071
39,40,0.0000,   18.072757,    2.035271,  -18.010313,   -3.351403,83877686-83B3-4C63-9835-30C2EB623837
3,12,0.0000,   -6.892265,   -0.526341,    6.916763,   -3.372123,F0A7EB86-1150-4BB6-A11D-DB4AEE608457
3,5,0.0000,  -44.016224,   -7.072383,   44.500809,    6.414275,C39B0CF3-EB00-47F2-9DDD-AE9D2F4A1812
40,41,0.0000,   10.676129,    7.117237,  -10.650344,   -8.216117,B299941A-FD25-4473-9123-1FA6EFAAA47F
40,42,0.0000,   -7.136666,    2.215436,    7.177003,   -6.611237,66773F24-42C9-47D5-A182-E48D7C08794E
41,42,0.0000,  -13.437888,    1.705888,   13.519318,   -4.761570,0E1BC89A-BD88-4186-A614-34294B779ADE
42,49,0.0000,  -41.674435,    1.242310,   42.968060,   -3.895858,F93916BA-DB24-4F69-996B-B777CDE12BB7
42,49,0.0000,  -41.674435,    1.242310,   42.968060,   -3.895858,44F4E630-2A30-42EA-B878-BC1388813AAB
43,44,0.0000,  -10.054194,   -0.094422,   10.120136,   -5.759369,4E9F10EF-2C9C-40AB-99DF-5BF2DEF5DB6C
44,45,0.0000,  -20.988319,   10.391709,   21.115790,  -12.121795,EF8BB5D7-69B1-4A13-8B65-82F8DF3E8CDD
45,46,0.0000,  -22.709552,   -0.161227,   22.917309,   -2.466048,ABD27037-CECF-4F57-8003-71CDCAE4B2C4
45,49,0.0000,  -34.017472,    7.457722,   34.874254,   -9.582559,6467E8FE-B954-4602-8580-2CBFDFADAE11
46,47,0.0000,  -21.109424,    3.779624,   21.287566,   -6.384305,48ADFA67-3090-481D-90FA-7234F0DA6117
46,48,0.0000,  -11.655877,    0.336702,   11.740809,   -4.853998,20462DB8-9588-4936-B5CB-5A32E7ADB165
47,49,0.0000,  -13.932765,    5.869222,   13.977725,   -7.346375,48B27B9D-4620-4191-B068-93AAEE0B25F6
47,69,0.0000,  -30.620334,    0.515083,   31.409602,   -5.240824,6E7594C5-B12D-4267-B383-8124D953357E
48,49,0.0000,  -25.440651,   12.545440,   25.585398,  -13.411623,9535DC10-1D69-4A2E-95A8-1010CB4AADF5
49,50,0.0000,   22.722106,    1.002677,  -22.584835,   -2.497193,529D6621-A13E-44DA-888D-BE7CAA111EE1
49,51,0.0000,   27.712014,    2.638216,  -27.334316,   -4.968290,C2D01483-B0CF-4938-B79B-2B968E5043D1
49,54,0.0000,   11.167416,   -0.764538,  -11.071681,   -6.211533,2E3C2D02-8863-40E7-9A9A-D62A491E5916
49,54,0.0000,   11.074942,   -1.248674,  -10.965157,   -5.658983,24D4E185-6E04-48D6-9BDA-F2E7B493FA18
49,66,0.0000,  -81.266913,    1.710470,   82.443256,    1.753154,B2702D50-8FAC-45CB-9736-4AA1DE2F14E0
49,66,0.0000,  -81.266913,    1.710470,   82.443256,    1.753154,821E713F-DFEA-4AEF-A621-E02C8C202A53
49,69,0.0000,  -23.567346,   -2.189695,   24.107470,   -4.579166,D3C3662D-C8AE-4B74-9D01-50EAEF20F493
4,11,0.0000,   37.361424,    7.117284,  -37.059135,   -7.863234,AD3FE04C-E96E-4D92-A371-24250F35A798
4,5,0.0000,  -63.914589,  -20.670427,   63.993226,   20.814508,0F68270C-37E0-4016-AF30-FE8709C4AE2C
50,57,0.0000,   11.154198,   -0.192075,  -11.094083,   -2.923450,605A69E7-7499-4605-84D5-221C38C11DAC
51,52,0.0000,   13.295398,    0.627181,  -13.258208,   -1.874332,6567F65B-33C2-4C5D-9033-DAAC41F4398F
51,58,0.0000,    2.866159,   -0.916087,   -2.864008,   -0.818160,0E0607B3-9656-4A5C-8650-09AA92A184F8
52,53,0.0000,    1.512379,   -1.388505,   -1.511285,   -2.527226,F397DE10-5F1B-408B-A1AB-740467950189
53,54,0.0000,  -13.449394,   -4.628258,   13.501360,    1.856949,A1EAD333-91D6-4E68-AF2D-ABBECA19FFC9
54,55,0.0000,    6.608784,   -0.237149,   -6.601150,   -1.705331,BFD5D4D1-2FF6-43A0-9259-16CB895A7360
54,56,0.0000,   33.424297,    5.999040,  -33.391779,   -6.601613,368A957E-6545-4101-8808-88DF657746C0
54,59,0.0000,  -17.322474,    0.637464,   17.482455,   -5.775642,DEDFCDFB-851A-42F0-9054-65DE4409961D
55,56,0.0000,   -9.366436,    2.088883,    9.371081,   -2.439464,2DB13849-62DD-447A-B98A-2B66F88ACB44
55,59,0.0000,  -20.521690,    0.838830,   20.731664,   -5.412104,CEC5A2EE-2138-499D-9A09-B7AE477E35AA
56,57,0.0000,   -3.135414,   -3.291198,    3.140430,    0.935528,7C05114A-F364-4AA8-9517-BD0FFA8588B9
56,58,0.0000,    5.020347,   -1.182954,   -5.011496,   -1.150230,D3F8A89C-1131-453B-BAD4-ADED9E4879F2
56,59,0.0000,  -16.221654,    1.780911,   16.460543,   -6.628459,C5B418F6-ECB7-49AA-B186-65E8A49DDFAC
56,59,0.0000,  -16.962685,    2.272464,   17.218017,   -6.762864,7DC1806C-9068-40BA-AE94-895CF961E7C1
59,60,0.0000,  -32.343395,    1.647948,   32.684490,   -3.803179,CDED6052-8AE9-4214-AADE-50A597C97634
59,61,0.0000,  -39.164747,    2.645743,   39.683119,   -4.114280,C17DA2B5-1CA0-4F8C-88B6-A7CA58C5FF37
5,11,0.0000,   45.276399,    9.480208,  -44.844898,   -9.766328,669BF484-0202-4923-8037-6DBAC883260F
5,6,0.0000,   55.064786,   12.281425,  -54.689381,  -12.005825,A14DD227-06BA-47DD-A214-704A8B19386C
60,61,0.0000,  -89.345736,    6.153608,   89.558908,   -6.513657,6B9C2EBC-519B-4300-901F-CD11A3D41B6F
60,62,0.0000,    4.318730,   -4.363221,   -4.314792,    2.918997,7AD9E393-EE79-4786-BEC3-522B9F3395A5
61,62,0.0000,   38.471646,   -8.628543,  -38.343922,    8.233870,6F24DAAA-652B-488A-87E8-CD7B415C8911
62,66,0.0000,   -9.015289,  -10.653448,    9.083431,    5.065907,F86E1F5A-303D-4409-B0DF-CFDEE7855489
62,67,0.0000,   -0.155442,   -8.415493,    0.167637,    5.352590,94133CCF-0C88-439E-94F3-10A4E781A42F
63,64,0.0000,  -89.084184,  -53.916934,   89.263877,   35.433133,07EC0B35-72F8-40D7-958B-47CF13280401
64,65,0.0000,  -57.329953,  -25.727040,   57.422987,   -9.991848,04CA514F-C2AF-4183-B6EE-0317729291F3
65,68,0.0000,  -31.114260,  -14.094094,   31.132018,  -47.527151,36C272F5-8E54-4D5D-9216-14AAF928CEF0
66,67,0.0000,   19.419894,    7.836591,  -19.320457,  -10.141302,1BA68786-8DE2-4629-A099-475B9BB849A5
68,116,0.0000,  -63.324718,  -41.242235,   63.342740,   25.587802,A5631322-2B14-4FA6-862F-6079D1DDF3E1
68,81,0.0000,   -1.668919,   13.991011,    1.719701,  -90.704796,F3944D4C-E627-4714-97BF-797F85888DBA
69,70,0.0000,   56.175417,    1.351241,  -55.261725,  -10.011820,72FF07E8-E469-4B63-A265-97005192904C
69,75,0.0000,   60.021229,    1.431319,  -58.615051,   -9.841181,432FEFAB-449B-4ECA-8260-D9CA3ABE534C
69,77,0.0000,   21.809100,   15.334674,  -21.542968,  -25.094116,B16A4456-B9E6-4DF1-842F-AA5B322B0D22
6,7,0.0000,   20.007787,    4.313406,  -19.988220,   -4.767291,55BD5071-69FF-45CB-BFA6-B4A945CD817E
70,71,0.0000,    1.742160,   -2.660167,   -1.741459,    1.782271,D807DD77-FD55-47DF-B93F-70686F4B5B6C
70,74,0.0000,   12.629714,    0.894435,  -12.563338,   -4.024832,A9D53F7A-B2FF-43F4-AC79-FDDA7A413A37
70,75,0.0000,    2.328431,    2.464422,   -2.318351,   -6.016379,1EC4E698-C185-4544-BC23-8BCBA6BF43B9
71,72,0.0000,   -2.318381,   -1.990794,    2.320789,   -2.465755,14ED79F4-BB74-4F59-8E18-009A7C379571
71,73,0.0000,    4.059840,    0.208523,   -4.058363,   -1.382432,85980EB3-FE39-4538-B9B1-E497A7BBB09C
74,75,0.0000,  -32.673979,    6.364625,   32.813053,   -6.926249,D1713FF9-79FF-4E42-9465-9FEA5BE29D7D
75,118,0.0000,   21.423752,   11.700502,  -21.334278,  -12.577255,0FD7FDCB-E319-45A9-8540-FF698028CCC5
75,77,0.0000,  -24.654307,    3.745756,   25.046001,   -7.384236,6D8E51ED-78DD-4B9F-8D3B-E2CAD20106AD
76,118,0.0000,    0.281203,   -4.059986,   -0.279224,    2.752759,53224FB5-31D6-4C1E-B2FD-75A713D8BD5A
76,77,0.0000,  -39.667893,    1.593635,   40.394291,   -2.783607,BEB27675-3917-4768-811C-D77188C19DC3
77,78,0.0000,   31.801670,   11.858303,  -31.757607,  -12.968580,F8C97102-3A7A-4534-967D-2EA81BE7D4F1
77,80,0.0000,  -58.854206,    0.068924,   59.445918,   -3.126301,8E61F4D3-1E63-455F-9177-BA283CC6F54C
77,80,0.0000,  -27.756543,   -1.774258,   27.983882,    0.293779,1789A2E9-45D1-46B3-8682-C6364D824588
77,82,0.0000,  -30.090082,    8.637556,   30.408554,  -15.859676,9B4CF52C-3569-4839-826B-332E5B0D63BF
78,79,0.0000,  -15.703659,   -4.411727,   15.718174,    3.833463,2BC91AA4-CDB4-4EB4-9846-B4EEE88F2EFA
79,80,0.0000,  -41.886241,   -5.418443,   42.164531,    4.796000,E88FE283-4C3A-40DB-A923-0AFB7E9BE0DC
7,12,0.0000,    7.364572,    3.438072,   -7.358515,   -4.273023,FE56C1E7-0D37-4638-8941-110C69E96896
80,96,0.0000,   -9.176184,    9.151173,    9.253191,  -13.686181,408EDC19-5FD9-4913-9CBB-19A16AAAB4D8
80,97,0.0000,   -4.216345,   12.091815,    4.251816,  -14.458871,1F901A7A-DD7A-4D0E-A091-A3DD082E77FF
80,98,0.0000,  -31.519294,   14.614332,   31.812571,  -16.159396,D7CCC666-E338-4FC4-897A-46FD80EA3CDD
80,99,0.0000,  -37.951036,   10.970983,   38.677270,  -13.173219,B574811D-F468-4CA5-918F-4E6906A961D1
82,83,0.0000,  -11.111244,    2.050936,   11.126906,   -5.769480,71CB6F36-AB03-4F44-B71D-CFCAD0BD03C5
82,96,0.0000,  -30.497441,   19.922719,   30.732412,  -24.520621,82588AC2-35DB-444C-BEF1-EB94F03C3452
83,84,0.0000,   -8.328739,    5.250409,    8.399184,   -7.655153,BDB2F71D-5E56-49EB-A814-7404791FBD48
83,85,0.0000,  -16.197099,    3.747681,   16.323494,   -6.765926,BC176A36-79C5-4C1F-98BE-043F5387C099
84,85,0.0000,  -15.719832,    2.996290,   15.799462,   -4.047419,CCD2A9B8-A6A2-4B39-85E9-DC9521E0984E
85,86,0.0000,    4.020475,    0.340728,   -4.013744,   -3.043967,FEAE28AE-1843-46C7-B3C3-5620A0F7B5AD
85,88,0.0000,  -19.198862,    4.978307,   19.281284,   -7.287440,0B2C437F-0C22-47E6-A15F-9ABB2F67CCF4
85,89,0.0000,  -32.998185,    0.720424,   33.262259,   -3.488270,64488A62-3EFF-462C-A7CD-405BD7DC714C
86,87,0.0000,   -9.933832,   -3.597642,    9.962665,   -0.600190,15441BC9-5610-481D-92FD-AEC0CE48B2FF
88,89,0.0000,  -51.230516,    0.631268,   51.600558,   -0.656228,C8A63FF2-2B9E-4685-9037-5C90FD52EFFA
89,90,0.0000,   30.936894,   -2.199136,  -30.442544,   -1.207491,4A0E5710-59D5-4F37-ABCD-DF6D5B570628
89,90,0.0000,   58.799153,   -2.431900,  -57.977067,   -4.565741,F6D78C61-A554-45C2-89D5-BAA82DA32410
89,92,0.0000,   20.530588,   -1.799741,  -20.488800,   -3.453621,FC7B4A0F-7B94-44F3-A7F0-922876C4BA6C
89,92,0.0000,    6.496203,   -2.097336,   -6.479650,   -1.967206,65200A65-95A1-4AF7-9BCE-D6C059DDAD48
8,30,0.0000,  -20.187510,   14.305181,   20.273605,  -65.567841,BAD6ED2C-454E-471A-868A-CF21DD4048D7
8,9,0.0000, -208.193257, -126.095589,  209.304721,   16.379701,8F50C9AD-A0C4-444C-AB0A-3E5A165FB459
90,91,0.0000,  -18.257041,   -3.728571,   18.346184,    1.931394,483DD85B-B122-4C0B-AABB-E7E28462BB38
91,92,0.0000,  -24.986386,    2.094699,   25.237012,   -4.504593,CD3D62CD-FFEC-45C2-9110-B9398D19E425
92,100,0.0000,  -19.975862,    1.223563,   20.242848,   -4.726482,4F74455D-00C4-49CD-A127-09B58451D5FB
92,102,0.0000,  -10.914959,    5.513778,   10.934501,   -6.878445,0F2D0CBB-0C33-4E50-B5A0-AED082448E4C
92,93,0.0000,   11.333249,    3.278807,  -11.295026,   -5.307947,9028B88A-E1A4-4BB8-85FE-710158F0DB46
92,94,0.0000,    7.641387,    1.080043,   -7.608578,   -4.979116,FC57FAA4-F80D-460B-8528-64262C8DFF08
93,94,0.0000,    3.344839,    0.670174,   -3.341724,   -2.498324,E5A51C57-A145-4E26-AAC0-FD7769DF5870
94,100,0.0000, -117.097396,   15.587918,  119.652727,  -13.241473,24783AE0-93AF-4A9D-A817-88927DCDCD4B
94,95,0.0000,   58.827876,   -2.631024,  -58.360236,    3.090393,C1F309F2-CD86-4DE2-8950-D03BE4759233
94,96,0.0000,   49.422505,  -16.038219,  -48.689938,   16.154167,B41CA4C8-38D3-4E5C-A859-C1B9ECB52EBB
95,96,0.0000,   31.011669,  -23.276148,  -30.751085,   22.676673,FE9310C8-2C64-4252-8A07-75FC9E40BBAA
96,97,0.0000,   14.338341,  -10.538829,  -14.286583,    8.438209,DCEB377D-223A-41E8-80AC-070076BCD240
98,100,0.0000,  -54.674354,   10.780505,   55.930663,   -9.870516,844F6A87-0744-4960-B5F4-4DA81AAB7F6C
99,100,0.0000,  -67.007240,   13.427896,   67.853161,  -11.769366,65213F42-2CC0-4D5A-88E7-3DF6BEA79506
9,10,0.0000, -209.304721,  -16.379701,  210.389762, -103.234911,A52AC873-F360-4B20-AC8E-81F2AE63FCD6
100,177,1.0000,  -84.819374,    7.414899,   85.000000,   -0.189863,3E550FFD-B27B-42DE-98E0-F158C721917A
177,100,1.0000,   85.000000,   -0.189863,  -84.819374,    7.414899,D21737A8-88E5-4EC1-B4AC-972FDD4080A5
100,178,1.0000, -199.647997,   16.595295,  200.000000,   -0.595153,5D7762B6-FC3E-42DB-B562-C98DFCAAB66A
178,100,1.0000,  200.000000,   -0.595153, -199.647997,   16.595295,B66AF57E-C8C6-41DE-AD67-0C96482DB7C7
100,179,1.0000,   -9.995560,    1.160690,   10.000000,   -0.958851,0FA54901-48B1-4F32-B341-9833C20C6CBB
179,100,1.0000,   10.000000,   -0.958851,   -9.995560,    1.160690,A1FBAF99-E039-4662-B9CC-83F802C0766D
100,180,1.0000,  -29.988547,    3.859486,   30.000000,   -3.338829,9E1017BC-F757-4485-8878-AECCF82675B4
180,100,1.0000,   30.000000,   -3.338829,  -29.988547,    3.859486,463FEE15-AA8F-4151-930A-2073B24C4AD0
103,181,1.0000,  -59.860785,    5.056931,   60.000000,   -0.256855,DB3B0FCE-648A-4F5D-9B50-9D163CF7E1F4
181,103,1.0000,   60.000000,   -0.256855,  -59.860785,    5.056931,DAB1B0D3-0884-4695-BA95-5C013E601CDE
104,182,1.0000,    0.000191,   -3.023547,    0.000000,    3.031204,8FE49A25-5118-477A-8C12-732E233E247E
182,104,1.0000,    0.000000,    3.031204,    0.000191,   -3.023547,44208288-6210-44D4-8AC6-DFD4382D54C7
104,183,1.0000,  -29.988494,   -4.065624,   30.000000,    4.525866,9B580429-7A18-4EDF-B81C-4EF1477FCC34
183,104,1.0000,   30.000000,    4.525866,  -29.988494,   -4.065624,F79DDCB3-383E-41D8-9F29-F17D1444E1B0
105,184,1.0000,    0.000236,   -3.355948,   -0.000000,    3.365386,60FB482C-2E26-4F38-90B3-9CBE1CBB871B
184,105,1.0000,   -0.000000,    3.365386,    0.000236,   -3.355948,B6FF086F-E66C-40E0-BDCE-9B015A3D206A
105,185,1.0000,  -19.991477,   -2.690354,   20.000000,    3.031344,A47F12B6-05FF-4A16-AE0F-AEF17E135131
185,105,1.0000,   20.000000,    3.031344,  -19.991477,   -2.690354,8B3A2270-EA50-4C1B-80F7-CCE58B86205A
107,186,1.0000,    0.000891,   -1.616796,   -0.000000,    1.634609,13E6AE4F-66B0-411C-9AE6-2967A6A67F5D
186,107,1.0000,   -0.000000,    1.634609,    0.000891,   -1.616796,5B97688A-F5DE-487D-8A3D-366057840794
10,123,1.0000, -210.389762,  103.234911,  210.800000,  -82.723016,7A0CA967-9AB6-4D71-8F8E-7052BC141C9C
123,10,1.0000,  210.800000,  -82.723016, -210.389762,  103.234911,A350F0DB-072D-424F-B14F-ED6472AD1816
110,187,1.0000,    0.000289,   -3.716203,    0.000000,    3.727783,460B1758-F120-47A8-B45D-02FB0852AE97
187,110,1.0000,    0.000000,    3.727783,    0.000289,   -3.716203,30C0278B-9C9F-433A-BCCB-93E44F73BF3F
110,188,1.0000,  -19.991428,   -3.050710,   20.000000,    3.393639,C37E8BAD-0E6A-4483-A084-DA36E485F1A1
188,110,1.0000,   20.000000,    3.393639,  -19.991428,   -3.050710,535E5655-4522-48A2-9402-AF5F5B1BCEBE
111,189,1.0000,  -56.874122,    6.828263,   57.000000,   -2.488021,F5CFA959-F259-4CA4-8E99-887B1DE76122
189,111,1.0000,   57.000000,   -2.488021,  -56.874122,    6.828263,C56B3CED-C437-4D3D-9213-5BFB0BF78579
112,190,1.0000,    0.000733,   -1.035222,    0.000000,    1.046167,CBA90DE9-B3DD-415A-B9C0-ED05B5849BA0
190,112,1.0000,    0.000000,    1.046167,    0.000733,   -1.035222,85736784-B6EC-4773-BE40-EF37F7EFA5B7
112,191,1.0000,   -9.986388,   -7.033940,   10.000000,    7.237107,2ABC3281-7F4A-4A14-9562-DE8996F84FA9
191,112,1.0000,   10.000000,    7.237107,   -9.986388,   -7.033940,E2CF1D45-831B-4CCB-980C-6AA8D5D9DD27
113,192,1.0000,    0.000940,    1.198643,    0.000000,   -1.184610,F500A9FD-FF78-45C2-9F1F-D0CDB2A05D31
192,113,1.0000,    0.000000,   -1.184610,    0.000940,    1.198643,C14411C1-4117-4820-95BA-C0ECBD870494
116,193,1.0000, -183.674593,  -25.587802,  184.000000,   40.373771,89F2EFAE-EC03-4BAF-8F47-EF91EE3CC664
193,116,1.0000,  184.000000,   40.373771, -183.674593,  -25.587802,7140F5B4-0738-45FD-89CE-D6EB45A89CBC
12,124,1.0000,  -19.935060,   -0.800063,   20.000000,    2.423557,77EDFCDB-EB51-41D4-BA75-69FF244AA928
124,12,1.0000,   20.000000,    2.423557,  -19.935060,   -0.800063,5D8CFDA6-45D5-46A0-815D-9ECF51F5E203
15,125,1.0000,    0.000037,   -1.340246,    0.000000,    1.341747,5E517EAF-0A10-4A9F-9F12-33D0A702D624
125,15,1.0000,    0.000000,    1.341747,    0.000037,   -1.340246,608B2B1F-C9B5-47E2-A1DE-F75005E9ED96
15,126,1.0000,  -19.983321,    0.162882,   20.000000,    0.504209,A4C72F5F-45D6-4667-AED1-C6C35C8C38F5
126,15,1.0000,   20.000000,    0.504209,  -19.983321,    0.162882,A11B77D5-57CC-4062-8CAF-F619030B9F22
